OrderID,EmployeeID,CustomerName,Region,Category,Sales,Profit,Discount,Date
1093,80,Simran Kaur,East,Electronics,4648.76,330.86,0.09,2022-03-31
1094,68,Ananya Gupta,West,Office Supplies,7585.15,715.39,0.16,2020-06-05
1095,66,Ananya Gupta,South,Office Supplies,3835.45,926.82,0.13,2020-10-29
1096,31,Ananya Gupta,South,Office Supplies,2374.08,404.73,0.15,2023-09-04
1097,10,Arjun Mehta,West,Software,7667.24,1548.59,0.09,2024-12-11
1098,73,Neha Kapoor,East,Office Supplies,1934.1,123.12,0.09,2021-09-12
1099,36,Neha Kapoor,North,Office Supplies,5319.7,596.24,0.09,2020-04-26
1100,48,Rohit Verma,North,Electronics,6342.58,960.35,0.09,2023-02-09
1101,95,Rahul Sharma,West,Services,6692.46,764.98,0.1,2020-11-04
1102,8,Simran Kaur,North,Office Supplies,9832.66,657.47,0.13,2020-03-21
1103,32,Simran Kaur,West,Services,5466.11,446.85,0.07,2021-08-02
1104,50,Karan Jain,East,Services,997.47,175.73,0.07,2021-11-06
1105,13,Amit Bansal,West,Office Supplies,2893.96,637.58,0.19,2023-05-19
1106,20,Sneha Patel,North,Services,6804.32,1587.78,0.06,2023-09-05
1107,90,Karan Jain,South,Services,7233.92,484.27,0.11,2023-08-10
1108,43,Arjun Mehta,North,Software,5330.64,285.97,0.06,2021-03-14
1109,44,Simran Kaur,South,Furniture,9999.78,809.87,0.06,2024-06-02
1110,13,Amit Bansal,North,Office Supplies,8825.73,1532.2,0.12,2020-11-11
1111,21,Arjun Mehta,South,Software,915.08,112.43,0.14,2022-06-28
1112,79,Rohit Verma,West,Furniture,5573.11,623.6,0.16,2022-08-18
1113,25,Sneha Patel,West,Software,7809.67,1605.86,0.1,2022-05-07
1114,21,Priya Singh,South,Office Supplies,995.71,145.49,0.07,2020-07-29
1115,92,Amit Bansal,North,Office Supplies,1296.81,106.42,0.09,2022-11-17
1116,19,Karan Jain,North,Furniture,8258.68,1874.11,0.19,2022-04-29
1117,7,Karan Jain,East,Furniture,4168.58,276.46,0.04,2021-10-14
1118,13,Sneha Patel,South,Furniture,863.88,201.7,0.09,2024-08-29
1119,18,Simran Kaur,West,Services,549.89,36.21,0.05,2024-09-06
1120,20,Amit Bansal,West,Electronics,7873.64,767.9,0.02,2021-05-03
1121,54,Neha Kapoor,West,Electronics,1553.15,358.82,0.12,2020-02-03
1122,81,Amit Bansal,South,Furniture,3267.08,164.38,0.07,2023-03-14
1123,54,Arjun Mehta,North,Services,9759.22,620.06,0.11,2022-11-05
1124,65,Amit Bansal,North,Software,8796.65,516.42,0.08,2022-02-03
1125,33,Rahul Sharma,East,Electronics,3775.62,742.24,0.13,2024-04-29
1126,75,Sneha Patel,South,Electronics,3846.84,452.81,0.13,2024-08-27
1127,100,Simran Kaur,West,Furniture,8209.23,514.06,0.16,2022-07-26
1128,5,Rohit Verma,South,Electronics,8015.54,1820.79,0.06,2021-09-27
1129,66,Karan Jain,West,Office Supplies,847.9,152.1,0.06,2024-10-31
1130,100,Rahul Sharma,East,Office Supplies,1682.51,207.96,0.18,2024-03-02
1131,57,Karan Jain,East,Furniture,5213.93,779.51,0.18,2022-11-29
1132,35,Ananya Gupta,West,Electronics,4590.77,1143.19,0.04,2021-08-24
1133,42,Ananya Gupta,North,Office Supplies,6778.73,754.47,0.12,2022-05-22
1134,22,Simran Kaur,East,Software,902.37,202.14,0.07,2022-06-09
1135,36,Rahul Sharma,North,Software,3951.46,830.67,0.14,2020-03-04
1136,19,Neha Kapoor,West,Electronics,1699.19,165.16,0.13,2022-01-11
1137,50,Neha Kapoor,North,Services,1957.66,274.04,0.07,2022-06-28
1138,98,Ananya Gupta,South,Services,3986.02,449.93,0.06,2020-08-20
1139,4,Arjun Mehta,West,Services,4176.38,677.97,0.05,2021-06-17
1140,91,Simran Kaur,South,Services,3212.98,749.57,0.1,2020-09-08
1141,18,Ananya Gupta,West,Furniture,9037.45,1256.41,0.02,2023-10-28
1142,41,Sneha Patel,North,Services,5650.63,1289.85,0.17,2023-12-28
1143,91,Arjun Mehta,East,Services,2630.3,649.75,0.16,2021-04-29
1144,64,Rahul Sharma,East,Services,5936.64,851.8,0.2,2020-09-22
1145,79,Ananya Gupta,North,Office Supplies,4282.52,828.18,0.1,2022-04-21
1146,99,Karan Jain,North,Furniture,9737.61,1737.85,0.09,2023-10-24
1147,67,Sneha Patel,South,Services,6578.04,568.29,0.19,2022-06-05
1148,65,Rahul Sharma,North,Services,1953.65,162.02,0.06,2023-12-23
1149,29,Sneha Patel,East,Electronics,2880.75,509.93,0.11,2020-09-13
1150,81,Rohit Verma,North,Services,6589.38,1109.4,0.12,2020-12-16
1151,85,Neha Kapoor,East,Services,891.35,198.55,0.02,2023-08-06
1152,99,Neha Kapoor,East,Furniture,7786.11,1038.02,0.13,2022-10-16
1153,81,Amit Bansal,East,Office Supplies,5087.98,1073.25,0.14,2021-09-01
1154,59,Ananya Gupta,North,Furniture,4676.25,686.71,0.04,2023-05-27
1155,19,Sneha Patel,East,Office Supplies,9766.05,743.72,0.07,2023-02-24
1156,14,Sneha Patel,South,Software,1663.96,232.82,0.03,2020-04-13
1157,38,Karan Jain,West,Furniture,9645.52,2222.93,0.16,2023-03-29
1158,93,Sneha Patel,South,Furniture,5233.52,800.44,0.1,2021-09-23
1159,64,Rahul Sharma,North,Software,5301.72,1290.11,0.04,2021-12-23
1160,7,Rahul Sharma,East,Software,6176.43,1349.98,0.13,2021-08-08
1161,69,Rahul Sharma,North,Software,1772.38,182.37,0.07,2022-04-05
1162,47,Rahul Sharma,West,Electronics,5917.68,526.27,0.11,2020-05-30
1163,50,Amit Bansal,West,Services,3157.35,782.45,0.14,2020-08-31
1164,17,Ananya Gupta,West,Office Supplies,8051.52,948.61,0.19,2024-03-26
1165,19,Priya Singh,West,Services,882.42,50.99,0.14,2024-07-04
1166,61,Amit Bansal,West,Furniture,6259.47,958.33,0.07,2023-06-09
1167,41,Arjun Mehta,West,Services,7523.53,826.44,0.07,2024-08-23
1168,66,Amit Bansal,West,Services,3348.01,713.63,0.07,2023-10-11
1169,15,Karan Jain,East,Electronics,6170.64,636.23,0.13,2024-05-08
1170,75,Neha Kapoor,South,Electronics,6043.47,508.27,0.13,2023-06-23
1171,100,Karan Jain,South,Furniture,799.92,191.69,0.02,2020-02-08
1172,57,Sneha Patel,West,Furniture,4423.12,401.52,0.1,2023-06-06
1173,61,Rahul Sharma,South,Services,2469.75,284.05,0.13,2022-12-12
1174,49,Sneha Patel,South,Software,9165.18,1085.76,0.07,2024-04-30
1175,93,Rohit Verma,West,Furniture,9594.71,1015.13,0.06,2021-09-01
1176,99,Rohit Verma,South,Software,3511.89,420.59,0.19,2024-06-16
1177,93,Rohit Verma,East,Electronics,5948.03,943.58,0.18,2022-03-19
1178,45,Arjun Mehta,East,Electronics,3232.49,623.32,0.07,2022-06-24
1179,84,Rohit Verma,West,Furniture,2419.65,381.62,0.19,2023-11-26
1180,35,Arjun Mehta,North,Services,7538.46,737.69,0.01,2022-12-23
1181,29,Priya Singh,North,Electronics,4426.36,856.38,0.02,2024-04-27
1182,18,Rahul Sharma,South,Software,6702.48,1515.63,0.1,2023-08-25
1183,26,Rohit Verma,East,Office Supplies,6636.03,1536.82,0.02,2023-03-21
1184,30,Amit Bansal,North,Furniture,4469.91,972.3,0.19,2020-03-15
1185,51,Simran Kaur,South,Office Supplies,8829.06,457.82,0.11,2020-08-07
1186,43,Rohit Verma,West,Services,5481.03,1248.86,0.03,2022-10-29
1187,60,Rohit Verma,South,Electronics,3641.5,714.55,0.13,2024-01-11
1188,24,Rahul Sharma,East,Office Supplies,5893.92,1187.37,0.04,2024-10-19
1189,82,Karan Jain,West,Services,3615.3,470.59,0.02,2020-10-14
1190,62,Sneha Patel,South,Electronics,2977.46,289.12,0.15,2021-11-06
1191,39,Neha Kapoor,North,Office Supplies,6709.99,1265.19,0.01,2020-08-30
1192,60,Rohit Verma,South,Software,7017.7,1646.5,0.18,2024-04-25
1193,40,Ananya Gupta,East,Office Supplies,6338.94,594.76,0.03,2020-11-09
1194,59,Neha Kapoor,East,Software,7168.44,1667.09,0.15,2024-06-30
1195,86,Priya Singh,South,Services,8794.78,583.75,0.09,2023-12-12
1196,47,Ananya Gupta,North,Electronics,8373.35,1930.71,0.04,2023-01-04
1197,20,Arjun Mehta,East,Services,4697.49,874.01,0.14,2022-09-28
1198,12,Amit Bansal,West,Electronics,4807.61,733.88,0.09,2020-04-28
1199,72,Simran Kaur,East,Electronics,4261.51,908.94,0.15,2023-03-30
1200,10,Rahul Sharma,West,Office Supplies,7153.66,1131.94,0.01,2020-05-21
1201,61,Rahul Sharma,East,Software,2209.82,170.35,0.13,2024-02-02
1202,83,Karan Jain,East,Software,4761.1,1111.35,0.08,2020-06-13
1203,88,Amit Bansal,South,Office Supplies,1627.02,404.43,0.08,2020-09-17
1204,94,Priya Singh,North,Electronics,9795.66,1396.87,0.14,2022-05-18
1205,69,Karan Jain,South,Furniture,4875.94,395.07,0.04,2024-11-27
1206,93,Ananya Gupta,North,Software,6341.77,1504.57,0.18,2021-05-07
1207,27,Ananya Gupta,North,Services,818.97,138.86,0.14,2020-04-09
1208,32,Rahul Sharma,West,Software,2726.22,254.78,0.17,2020-04-25
1209,18,Amit Bansal,East,Furniture,8249.97,1619.5,0.06,2023-05-09
1210,99,Sneha Patel,South,Office Supplies,8824.45,2180.87,0.1,2022-04-26
1211,39,Rohit Verma,North,Services,9510.94,2148.93,0.18,2023-07-06
1212,87,Karan Jain,West,Electronics,9736.76,2320.44,0.13,2024-05-28
1213,68,Sneha Patel,West,Software,1917.57,240.26,0.15,2022-08-27
1214,31,Priya Singh,East,Furniture,8154.87,1899.66,0.11,2022-05-03
1215,72,Amit Bansal,South,Software,2807.16,254.52,0.13,2022-07-10
1216,48,Ananya Gupta,South,Electronics,3050.39,563.51,0.12,2024-11-24
1217,10,Priya Singh,South,Software,2484.45,574.92,0.06,2020-02-01
1218,28,Priya Singh,North,Software,9187.19,1737.53,0.14,2022-03-23
1219,31,Amit Bansal,East,Office Supplies,4116.29,645.15,0.07,2021-06-19
1220,47,Amit Bansal,West,Software,1436.78,353.83,0.09,2024-09-15
1221,41,Priya Singh,East,Office Supplies,4432.34,720.28,0.04,2020-10-25
1222,3,Rohit Verma,West,Office Supplies,1947.91,225.91,0.08,2024-09-02
1223,32,Simran Kaur,East,Office Supplies,7751.93,1145.15,0.14,2024-02-23
1224,63,Simran Kaur,South,Office Supplies,2108.02,409.09,0.1,2024-12-26
1225,70,Rahul Sharma,North,Electronics,9479.29,1740.81,0.15,2022-04-24
1226,18,Priya Singh,North,Furniture,586.84,88.7,0.07,2023-06-19
1227,82,Neha Kapoor,West,Software,649.45,101.6,0.08,2020-02-04
1228,68,Rohit Verma,East,Electronics,5271.05,999.24,0.09,2021-01-02
1229,14,Ananya Gupta,South,Furniture,2323.35,360.8,0.16,2021-07-01
1230,51,Ananya Gupta,East,Software,4860.48,479.45,0.14,2021-09-06
1231,88,Ananya Gupta,North,Electronics,4350.14,545.66,0.1,2023-07-28
1232,2,Arjun Mehta,North,Software,8530.63,1526.82,0.07,2024-10-23
1233,13,Amit Bansal,North,Furniture,2508.46,560.95,0.18,2022-08-31
1234,35,Rahul Sharma,North,Office Supplies,9043.46,1471.39,0.01,2024-10-07
1235,41,Rahul Sharma,South,Services,1869.82,400.4,0.16,2020-06-06
1236,39,Arjun Mehta,South,Services,8429.18,1077.51,0.18,2021-11-10
1237,50,Arjun Mehta,North,Services,7581.84,903.54,0.02,2021-04-20
1238,10,Sneha Patel,West,Office Supplies,781.44,81.79,0.2,2022-10-01
1239,30,Sneha Patel,West,Software,2264.51,378.57,0.08,2024-04-30
1240,80,Rohit Verma,South,Electronics,1279.36,103.43,0.14,2023-07-22
1241,20,Karan Jain,East,Office Supplies,1512.23,77.18,0.06,2022-01-07
1242,98,Rohit Verma,North,Furniture,1329.32,181.05,0.11,2022-11-15
1243,53,Ananya Gupta,North,Electronics,3862.19,265.0,0.12,2021-10-26
1244,50,Rahul Sharma,East,Software,4184.1,280.08,0.18,2021-05-12
1245,74,Amit Bansal,South,Software,2110.27,219.01,0.05,2020-10-25
1246,9,Arjun Mehta,West,Office Supplies,4500.47,660.88,0.02,2021-05-30
1247,32,Simran Kaur,South,Software,1516.24,168.2,0.19,2021-11-11
1248,80,Karan Jain,East,Software,3679.99,784.19,0.17,2023-05-02
1249,18,Rohit Verma,East,Services,9499.15,856.54,0.06,2022-03-26
1250,41,Rohit Verma,West,Services,7928.76,913.21,0.06,2024-05-28
1251,51,Sneha Patel,North,Services,2398.1,598.21,0.04,2024-04-21
1252,71,Rahul Sharma,West,Furniture,4665.32,505.1,0.14,2024-08-04
1253,53,Simran Kaur,South,Office Supplies,2799.2,508.71,0.14,2024-06-04
1254,49,Ananya Gupta,West,Services,5052.73,657.67,0.1,2024-11-16
1255,89,Karan Jain,North,Office Supplies,7165.53,1522.38,0.12,2020-06-23
1256,14,Priya Singh,East,Furniture,6646.5,391.21,0.2,2023-10-19
1257,83,Karan Jain,East,Software,1506.47,105.03,0.04,2024-03-09
1258,67,Amit Bansal,South,Software,4054.14,578.17,0.14,2023-11-15
1259,65,Arjun Mehta,East,Electronics,5086.33,554.85,0.18,2020-06-24
1260,15,Arjun Mehta,East,Office Supplies,3759.13,777.59,0.1,2021-12-14
1261,61,Ananya Gupta,West,Software,3529.64,388.45,0.16,2020-08-23
1262,3,Sneha Patel,North,Furniture,9334.26,1849.1,0.1,2023-02-04
1263,21,Sneha Patel,West,Software,2702.63,354.07,0.04,2023-08-04
1264,85,Karan Jain,West,Electronics,7505.19,1700.82,0.09,2022-05-29
1265,50,Rahul Sharma,South,Furniture,3144.28,599.78,0.16,2023-03-28
1266,14,Amit Bansal,South,Office Supplies,3596.86,508.99,0.05,2024-11-01
1267,63,Amit Bansal,East,Services,4192.07,538.72,0.02,2021-12-21
1268,59,Neha Kapoor,South,Office Supplies,9227.48,1550.53,0.13,2021-10-03
1269,16,Priya Singh,East,Electronics,2238.92,422.46,0.1,2022-05-06
1270,77,Arjun Mehta,West,Software,2264.66,401.07,0.14,2023-08-14
1271,23,Amit Bansal,South,Software,3243.93,283.58,0.17,2023-06-22
1272,7,Sneha Patel,North,Software,1797.08,382.86,0.19,2022-11-01
1273,84,Simran Kaur,West,Software,4448.49,969.67,0.1,2020-06-18
1274,73,Rahul Sharma,South,Office Supplies,810.6,76.98,0.06,2024-05-17
1275,59,Neha Kapoor,West,Services,5352.66,880.74,0.05,2023-01-17
1276,47,Amit Bansal,North,Software,5690.36,1410.95,0.02,2024-08-26
1277,84,Priya Singh,East,Electronics,4772.46,571.34,0.16,2022-06-18
1278,16,Priya Singh,South,Services,7046.77,1565.86,0.12,2022-05-26
1279,22,Neha Kapoor,South,Furniture,8228.53,1736.94,0.11,2022-12-26
1280,36,Neha Kapoor,South,Office Supplies,9800.5,1063.62,0.11,2024-10-23
1281,66,Ananya Gupta,South,Software,9228.3,2293.21,0.17,2020-09-16
1282,90,Arjun Mehta,South,Furniture,7258.25,1565.58,0.15,2023-10-16
1283,51,Simran Kaur,South,Services,6507.82,1142.53,0.08,2020-06-03
1284,82,Ananya Gupta,West,Services,7623.12,1440.32,0.18,2022-07-20
1285,63,Sneha Patel,North,Electronics,7443.85,1054.72,0.13,2022-01-03
1286,9,Amit Bansal,West,Furniture,9697.22,2084.61,0.1,2021-10-23
1287,37,Sneha Patel,South,Services,8598.01,1785.47,0.18,2024-04-10
1288,7,Rahul Sharma,North,Software,654.67,154.43,0.03,2022-07-23
1289,1,Karan Jain,South,Furniture,8880.4,980.16,0.17,2024-11-30
1290,36,Ananya Gupta,East,Office Supplies,1283.0,234.66,0.13,2020-04-16
1291,51,Rohit Verma,South,Software,6727.11,1283.13,0.0,2022-09-03
1292,10,Arjun Mehta,South,Services,6959.84,360.92,0.14,2024-07-31
1293,16,Karan Jain,South,Software,1172.87,148.5,0.15,2020-07-28
1294,14,Sneha Patel,East,Office Supplies,1802.73,369.0,0.15,2020-09-29
1295,83,Arjun Mehta,North,Services,5851.27,1006.79,0.03,2021-12-20
1296,93,Priya Singh,South,Software,6352.72,879.7,0.04,2020-07-24
1297,18,Ananya Gupta,West,Office Supplies,9650.86,1089.59,0.03,2021-07-21
1298,83,Ananya Gupta,South,Services,6209.49,1206.11,0.06,2023-11-15
1299,4,Rohit Verma,South,Services,6265.81,549.7,0.08,2023-08-16
1300,7,Priya Singh,West,Software,1571.06,235.53,0.12,2022-12-17
1301,2,Sneha Patel,East,Furniture,4174.96,909.28,0.08,2023-01-23
1302,88,Arjun Mehta,West,Electronics,658.55,41.82,0.05,2020-03-22
1303,8,Karan Jain,East,Services,7787.55,1049.1,0.08,2023-08-04
1304,69,Amit Bansal,South,Office Supplies,1294.17,85.16,0.18,2024-07-12
1305,20,Amit Bansal,East,Software,6071.15,1230.29,0.13,2023-08-10
1306,9,Rohit Verma,West,Furniture,1050.11,70.61,0.09,2022-07-17
1307,79,Neha Kapoor,North,Office Supplies,6827.76,1239.99,0.04,2020-01-26
1308,91,Arjun Mehta,North,Furniture,5215.92,622.47,0.1,2024-08-11
1309,93,Rohit Verma,South,Office Supplies,1705.84,351.79,0.05,2024-12-20
1310,16,Rahul Sharma,East,Software,3083.82,193.58,0.14,2023-03-26
1311,81,Ananya Gupta,West,Software,5352.43,326.97,0.17,2020-12-07
1312,48,Arjun Mehta,East,Electronics,8995.55,1662.59,0.02,2024-02-26
1313,66,Rahul Sharma,North,Electronics,2823.24,407.54,0.08,2020-11-03
1314,23,Rahul Sharma,West,Furniture,3557.12,473.99,0.14,2021-07-09
1315,10,Neha Kapoor,East,Electronics,5269.39,1214.01,0.04,2024-07-05
1316,67,Rahul Sharma,West,Electronics,8831.42,1971.23,0.15,2021-09-28
1317,42,Ananya Gupta,West,Electronics,4004.73,433.79,0.16,2024-02-23
1318,80,Priya Singh,West,Office Supplies,6121.06,910.03,0.15,2021-02-04
1319,94,Amit Bansal,South,Furniture,560.59,74.0,0.05,2021-12-10
1320,82,Rahul Sharma,East,Electronics,7709.83,965.69,0.15,2021-09-21
1321,14,Priya Singh,South,Software,5174.27,320.7,0.2,2023-12-28
1322,36,Ananya Gupta,North,Furniture,9024.23,1389.3,0.14,2022-02-01
1323,59,Ananya Gupta,North,Services,1768.38,378.42,0.01,2023-03-08
1324,8,Karan Jain,South,Furniture,3270.92,720.2,0.19,2022-03-15
1325,90,Sneha Patel,East,Software,3083.58,200.24,0.04,2024-05-16
1326,99,Neha Kapoor,North,Furniture,1503.75,210.39,0.06,2020-09-04
1327,69,Sneha Patel,South,Software,3428.92,353.18,0.02,2020-11-18
1328,88,Rohit Verma,North,Furniture,8441.29,975.46,0.02,2021-05-23
1329,46,Karan Jain,North,Office Supplies,2971.58,737.35,0.01,2022-04-08
1330,58,Amit Bansal,South,Electronics,4889.41,1030.59,0.03,2020-01-25
1331,8,Priya Singh,South,Furniture,8324.9,1036.02,0.13,2023-08-13
1332,11,Neha Kapoor,East,Electronics,707.1,44.47,0.18,2022-06-27
1333,17,Ananya Gupta,East,Electronics,905.62,128.78,0.03,2023-03-21
1334,56,Karan Jain,West,Electronics,4135.93,559.73,0.07,2021-01-18
1335,36,Rohit Verma,West,Furniture,829.17,144.14,0.05,2021-08-27
1336,64,Karan Jain,West,Electronics,1333.35,168.81,0.08,2023-08-09
1337,68,Priya Singh,North,Software,7928.2,965.83,0.11,2022-09-19
1338,45,Neha Kapoor,East,Software,3069.14,169.46,0.12,2020-03-01
1339,100,Rohit Verma,North,Software,5529.61,1124.55,0.2,2020-11-22
1340,13,Priya Singh,South,Office Supplies,5570.05,1159.95,0.15,2024-04-13
1341,29,Neha Kapoor,West,Office Supplies,9384.46,2330.24,0.03,2021-04-29
1342,76,Sneha Patel,East,Services,767.96,146.0,0.19,2023-02-28
1343,19,Neha Kapoor,South,Software,5650.18,480.89,0.01,2020-04-25
1344,30,Neha Kapoor,South,Electronics,5501.26,275.82,0.18,2021-02-16
1345,17,Sneha Patel,South,Office Supplies,1065.78,84.77,0.14,2020-10-17
1346,100,Ananya Gupta,East,Electronics,4049.11,965.25,0.08,2020-07-25
1347,44,Rohit Verma,East,Furniture,9770.68,1919.65,0.09,2023-08-02
